claim_id,source_repository,source_path,proposed_public_path,artifact_type,reason,public_safe,sanitization_required,sanitization_method,provenance_method,hash_method,priority,status
SITE-CLAIM-0051,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0052,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0053,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0054,jeremyfontenot,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.csv,evidence-library/proposed-public-safe/sign-ins-recent.csv,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0055,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0056,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0057,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0058,jeremyfontenot,evidence-library/projects/microsoft-365-lab/entra-activity-proof-20260605-043730/sign-ins-recent.json,evidence-library/proposed-public-safe/sign-ins-recent.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0059,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0060,jeremy-homelab-ops,inventories/proxmox-inventory-20260626-010601.json,evidence-library/proposed-public-safe/proxmox-inventory-20260626-010601.json,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0061,jeremy-homelab-ops,inventories/windows-management-workstation-20260626-010601.json,evidence-library/proposed-public-safe/windows-management-workstation-20260626-010601.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",SANITIZE,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0062,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0063,jeremy-homelab-ops,inventories/dc01-inventory-20260626-022543.json,evidence-library/proposed-public-safe/dc01-inventory-20260626-022543.json,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0064,jeremyfontenot,evidence-library/projects/on-prem-home-lab/validated-2026-06-26/operations-validation-summary.json,evidence-library/proposed-public-safe/operations-validation-summary.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0065,jeremy-homelab-ops,artifacts/target-local-collection/Linux01/linux01-sssd-diagnostic-20260626-094322.json,evidence-library/proposed-public-safe/linux01-sssd-diagnostic-20260626-094322.json,PRIMARY,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim. Run sensitive-data review before any publication.",DO NOT PUBLISH,YES,"Redact secrets, identifiers, unnecessary internal host details, raw account IDs, and personal data; preserve command/output semantics.","Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P1,PLAN_ONLY_NOT_COPIED
SITE-CLAIM-0066,jeremy-homelab-ops,evidence/home-lab-backup-restore-validation-20260629.txt,evidence-library/proposed-public-safe/home-lab-backup-restore-validation-20260629.txt,PROCEDURE,"Copy a sanitized public-safe direct evidence excerpt with provenance and hash, or downgrade/remove the claim.",SAFE,NO,No sanitization required beyond provenance review.,"Record source repository, commit SHA, source path, capture command/context, and generation date in a provenance JSON sidecar.",Compute SHA-256 for source and public-safe copy; list both in hash index/manifest.,P2,PLAN_ONLY_NOT_COPIED
